year,month_if_available,exporter_country,importer_country,trade_value_usd,trade_volume_kg,unit_value_usd_per_ton
2024,,India,Dominican Republic,9170.0,38488.0,238.3
2024,,India,Peru,8800.0,11026.0,798.1
2024,,India,Zambia,8440.0,21687.0,389.2
2024,,India,Lebanon,7790.0,31416.0,248.0
2024,,India,Mexico,7640.0,3001.0,2545.8
2024,,India,Senegal,7550.0,19219.0,392.8
2024,,India,Honduras,7080.0,56000.0,126.4
2024,,India,Marshall Islands,6980.0,20429.0,341.7
2024,,India,Burkina Faso,6550.0,55451.0,118.1
2024,,India,New Caledonia,6410.0,80000.0,80.1
2024,,India,Albania,6400.0,56000.0,114.3
2024,,India,South Sudan,5840.0,50000.0,116.8
2024,,India,Denmark,5370.0,10002.0,536.9
2024,,India,Iraq,5070.0,3553.0,1427.0
2024,,India,Turkey,4890.0,2083.0,2347.6
2024,,India,Panama,4640.0,54417.0,85.3
2024,,India,Hungary,4440.0,7675.0,578.5
2024,,India,Norway,4090.0,2848.0,1436.1
2024,,India,Argentina,3970.0,10001.0,397.0
2024,,India,Spain,3800.0,2738.0,1387.9
2024,,India,Colombia,3770.0,5364.0,702.8
2024,,India,Cyprus,3570.0,10130.0,352.4
2024,,India,Sweden,3450.0,5570.0,619.4
2024,,India,Syrian Arab Republic,3260.0,5000.0,652.0
2024,,India,Uzbekistan,3220.0,3779.0,852.1
2024,,India,Morocco,3110.0,4949.0,628.4
2024,,India,Sudan,2970.0,25071.0,118.5
2024,,India,Belgium,2880.0,4100.0,702.4
2024,,India,Poland,2670.0,4943.0,540.2
2024,,India,Algeria,2520.0,555.0,4540.5
2024,,India,"Iran, Islamic Rep.",2420.0,2564.0,943.8
2024,,India,Mongolia,1900.0,2330.0,815.5
2024,,India,Lithuania,1270.0,5120.0,248.0
2024,,India,Austria,1230.0,552.0,2228.3
2024,,India,Curaçao,1170.0,968.0,1208.7
2024,,India,Greece,960.0,1278.0,751.2
2024,,India,Macao,960.0,1170.0,820.5
2024,,India,Luxembourg,910.0,2500.0,364.0
2024,,India,Tunisia,850.0,129.0,6589.1
2024,,India,Finland,750.0,552.0,1358.7
2024,,India,Cambodia,700.0,1363.0,513.6
2024,,India,Czech Republic,630.0,1012.0,622.5
2024,,India,Burundi,580.0,3200.0,181.2
2024,,India,Belarus,560.0,504.0,1111.1
2024,,India,Romania,460.0,582.0,790.4
2024,,India,Kazakhstan,350.0,204.0,1715.7
2024,,India,Afghanistan,340.0,1350.0,251.9
2024,,India,Cayman Islands,240.0,608.0,394.7
2024,,India,Georgia,190.0,180.0,1055.6
2024,,India,Armenia,180.0,400.0,450.0
2024,,India,"Serbia, FR(Serbia/Montenegro)",170.0,30.0,5666.7
2024,,India,Slovenia,140.0,197.0,710.7
2024,,India,Moldova,130.0,144.0,902.8
2024,,India,Bulgaria,90.0,15.0,6000.0
2024,,India,Barbados,60.0,500.0,120.0
2024,,India,Bosnia and Herzegovina,40.0,8.0,5000.0
2024,,India,Unspecified,30.0,25.0,1200.0
2024,,India,Namibia,30.0,50.0,600.0
2024,,India,Eritrea,20.0,3.0,6666.7
2024,,India,Zimbabwe,20.0,6.0,3333.3
2024,,India,Botswana,20.0,6.0,3333.3
2024,,India,Belize,10.0,20.0,500.0
2024,,India,Ecuador,10.0,3.0,3333.3
2024,,India,Kyrgyz Republic,10.0,10.0,1000.0
2024,,India,Guyana,10.0,20.0,500.0
2024,,India,Ukraine,10.0,1.0,10000.0
2024,,India,Mali,0.0,1.0,0.0
2024,,India,Chad,0.0,1.0,0.0
2024,,India,Costa Rica,0.0,1.0,0.0
2024,,European Union,World,438839500.0,2120010000.0,207.0
2024,,India,World,431422300.0,20292700000.0,21.3
2024,,Germany,World,375419180.0,3862560000.0,97.2
2024,,Netherlands,World,331186910.0,3100960000.0,106.8
2024,,United States,World,244244250.0,1948320000.0,125.4
2024,,Spain,World,176753500.0,1450560000.0,121.9
2024,,Chile,World,140782930.0,6399970000.0,22.0
2024,,China,World,123635830.0,1464420000.0,84.4
2024,,Canada,World,109810140.0,2808940000.0,39.1
2024,,United Kingdom,World,98024120.0,265199000.0,369.6
2024,,Pakistan,World,76720770.0,399816000.0,191.9
2024,,France,World,76311970.0,117773000.0,648.0
2024,,"Egypt, Arab Rep.",World,72923570.0,,
2024,,Denmark,World,69515050.0,404559000.0,171.8
2024,,Belgium,World,65682130.00000001,82987400.0,791.5
2024,,Turkey,World,65426470.0,561779000.0,116.5
2024,,Kenya,World,52516200.0,499926000.0,105.0
2024,,Italy,World,48181550.0,283517000.0,169.9
2024,,Romania,World,44798130.0,589381000.0,76.0
2024,,Mexico,World,42670790.0,919233000.0,46.4
2024,,Poland,World,42650270.0,272236000.0,156.7
2024,,Namibia,World,41363550.0,937632000.0,44.1
2024,,Kazakhstan,World,35184000.0,833324000.0,42.2
2024,,Malaysia,World,34208440.0,32743700.0,1044.7
2024,,Tunisia,World,32568560.0,,
2024,,Thailand,World,28165790.0,255653000.0,110.2
2024,,"Bahamas, The",World,28012680.0,,
2024,,Brazil,World,23387270.0,932700000.0,25.1
2024,,Ireland,World,20592090.0,6259960.0,3289.5
2024,,Israel,World,19621000.0,,
2024,,Bosnia and Herzegovina,World,18213450.0,140300000.0,129.8
2024,,Senegal,World,18065520.0,323151000.0,55.9
2024,,South Africa,World,18063650.0,29087300.0,621.0
2024,,Jordan,World,17968730.0,62843800.0,285.9
2024,,Singapore,World,17714200.0,2285710.0,7750.0
2024,,New Zealand,World,15553000.0,47984200.0,324.1
2024,,Saudi Arabia,World,15380740.0,320769000.0,47.9
2024,,Czech Republic,World,14085670.0,30525000.0,461.4
2024,,Morocco,World,11984260.0,491645000.0,24.4
2024,,Norway,World,11589240.0,88212400.0,131.4
2024,,"Korea, Rep.",World,11206450.0,40851700.0,274.3
2024,,Greece,World,10168650.0,33690400.0,301.8
2024,,Austria,World,10140760.0,104322000.0,97.2
2024,,Sweden,World,8710650.0,10546300.0,825.9
2024,,Peru,World,8123250.0,173165000.0,46.9
2024,,Slovenia,World,7673220.0,162184000.0,47.3
2024,,Croatia,World,7606230.0,64380200.0,118.1
2024,,Cyprus,World,7083480.0,11410500.0,620.8
2024,,Portugal,World,6812160.0,13728900.0,496.2
2024,,Hungary,World,6437940.0,16421300.0,392.0
2024,,Tanzania,World,5144710.0,39270100.0,131.0
2024,,Lithuania,World,5105980.0,20062600.0,254.5
2024,,Colombia,World,5083410.0,16226100.0,313.3
2024,,Zimbabwe,World,4854380.0,16775700.0,289.4
2024,,Estonia,World,4481220.0,39448000.0,113.6
2024,,Latvia,World,4303130.0,38120500.0,112.9
2024,,Dominican Republic,World,4127130.0,17565500.0,235.0
2024,,Japan,World,3751830.0,1816520.0,2065.4
2024,,Guatemala,World,3713020.0,19763900.0,187.9
2024,,Azerbaijan,World,3075630.0,28057000.0,109.6
2024,,"Other Asia, nes",World,3067200.0,,
2024,,Iceland,World,2883240.0,1661370.0,1735.5
2024,,Switzerland,World,2623440.0,7616630.0,344.4
2024,,Algeria,World,2150710.0,,
2024,,Argentina,World,2052420.0,97499000.0,21.1
2024,,Trinidad and Tobago,World,1872960.0,5191520.0,360.8
2024,,Nicaragua,World,1741000.0,13193000.0,132.0
2024,,Slovak Republic,World,1558260.0,2668770.0,583.9
2024,,Albania,World,1512280.0,35674300.0,42.4
2024,,Madagascar,World,1508180.0,12814800.0,117.7
2024,,"Serbia, FR(Serbia/Montenegro)",World,1483920.0,5910910.0,251.0
2024,,"Hong Kong, China",World,1454590.0,3222630.0,451.4
2024,,Finland,World,1403710.0,905716.0,1549.8
2024,,Uganda,World,1313140.0,6317640.0,207.9
2024,,Uzbekistan,World,1085770.0,15772600.0,68.8
2024,,Cote d'Ivoire,World,1029000.0,5596320.0,183.9
2024,,Bolivia,World,994070.0,32621400.0,30.5
2024,,Ecuador,World,894220.0,598757.0,1493.5
2024,,Bulgaria,World,849890.0,1447790.0,587.0
2024,,Kuwait,World,752950.0,,
2024,,Jamaica,World,738450.0,2344650.0,315.0
2024,,El Salvador,World,709520.0,1842360.0,385.1
2024,,Australia,World,521640.0,990400.0,526.7
2024,,Honduras,World,521610.0,905853.0,575.8
2024,,Angola,World,497430.0,1660560.0,299.6
2024,,North Macedonia,World,470390.0,2941160.0,159.9
2024,,Mauritius,World,438820.0,2431940.0,180.4
2024,,Costa Rica,World,428580.0,822451.0,521.1
2024,,Moldova,World,342310.0,1774470.0,192.9
2024,,Luxembourg,World,272650.0,667953.0,408.2
2024,,Indonesia,World,267070.0,267351.0,998.9
2024,,Lebanon,World,250410.0,,
2024,,Armenia,World,221240.0,785130.0,281.8
2024,,Yemen,World,146940.0,677581.0,216.9
2024,,Suriname,World,141420.0,270487.0,522.8
2024,,Bahrain,World,140240.0,120749.0,1161.4
2024,,Sri Lanka,World,136950.0,317996.0,430.7
2024,,Panama,World,120020.0,194529.0,617.0
2024,,Oman,World,116670.0,,
2024,,Kyrgyz Republic,World,75180.0,686380.0,109.5
2024,,Montenegro,World,40010.0,194738.0,205.5
2024,,Mozambique,World,36120.0,83966.0,430.2
2024,,Cambodia,World,30570.0,2447.0,12492.8
2024,,Ukraine,World,28450.0,29240.0,973.0
2024,,Fiji,World,21590.0,31437.0,686.8
2024,,Qatar,World,17270.0,604.0,28592.7
2024,,Philippines,World,16300.0,178261.0,91.4
2024,,Malta,World,11860.0,915.0,12961.7
2024,,Benin,World,10740.0,50901.0,211.0
2024,,Uruguay,World,9970.0,26375.0,378.0
2024,,Paraguay,World,7150.0,6866.0,1041.4
2024,,Cayman Islands,World,6570.0,,
2024,,Georgia,World,6550.0,22278.0,294.0
2024,,Burkina Faso,World,2640.0,40000.0,66.0
2024,,Niger,World,2470.0,75800.0,32.6
2024,,Lesotho,World,2340.0,8002.0,292.4
2024,,Samoa,World,1250.0,3439.0,363.5
2024,,Bermuda,World,950.0,440.0,2159.1
2024,,Togo,World,620.0,1500.0,413.3
2024,,Zambia,World,240.0,10.0,24000.0
2024,,Antigua and Barbuda,World,40.0,2.0,20000.0
2024,,Malawi,World,10.0,2.0,5000.0
2024,,Guyana,World,0.0,1.0,0.0
